AREA_EN,PROP_TYPE_EN,ROOMS_EN,MIN_PRICE,MAX_PRICE,MEDIAN_PRICE,MEDIAN_AREA
MIRA,Building,4 B/R,2200000.0,4200000.0,3400000.0,307.69
MOTOR CITY,Building,3 B/R,3500000.0,6250000.0,5000000.0,400.0
MOTOR CITY,Building,4 B/R,3800000.0,10500000.0,4500000.0,314.18
MOTOR CITY,Building,5 B/R,5619496.0,12750000.0,6100000.0,450.02
MOTOR CITY,Unit,1 B/R,93700.0,1456540.0,1050742.0,59.36
MOTOR CITY,Unit,2 B/R,823081.08,2037717.0,1400000.0,142.24
MOTOR CITY,Unit,3 B/R,1247654.57,4520000.0,2000000.0,238.62
MOTOR CITY,Unit,4 B/R,2450000.0,3010000.0,2662500.0,232.47
MOTOR CITY,Unit,Office,525000.0,27449619.6,3091660.0,303.04
MOTOR CITY,Unit,Studio,424188.15,680000.0,522944.0,57.88
MUDON,Unit,1 B/R,700000.0,1100000.0,850000.0,63.99
MUDON,Unit,2 B/R,1200000.0,1770000.0,1422500.0,98.57
MUDON,Unit,3 B/R,1900000.0,1950000.0,1925000.0,158.74
Madinat Al Mataar,Building,3 B/R,650000.0,4450000.0,3050888.0,172.51
Madinat Al Mataar,Building,4 B/R,1924888.0,7194000.0,3675369.0,321.78
Madinat Al Mataar,Building,5 B/R,2935000.0,12500000.0,4750000.0,392.0
Madinat Al Mataar,Building,6 B/R,15500000.0,17000000.0,16500000.0,800.0
Madinat Al Mataar,Building,7 B/R,19500000.0,22500000.0,20000000.0,1085.51
Madinat Al Mataar,Unit,1 B/R,845500.0,2088450.0,1080000.0,66.95
Madinat Al Mataar,Unit,2 B/R,375000.0,3060000.0,2499500.0,127.29
Madinat Al Mataar,Unit,3 B/R,1986000.0,4960304.0,3689850.5,185.89
Madinat Al Mataar,Unit,4 B/R,7133906.0,7651000.0,7392453.0,358.935
Madinat Al Mataar,Unit,Studio,300000.0,892400.0,615000.0,32.11
Madinat Dubai Almelaheyah,Unit,1 B/R,796944.0,2791888.0,1763888.0,73.98
Madinat Dubai Almelaheyah,Unit,2 B/R,2050000.0,4541888.0,2701127.0,117.94
Madinat Dubai Almelaheyah,Unit,3 B/R,3029888.0,8789888.0,4662888.0,157.15
Madinat Dubai Almelaheyah,Unit,4 B/R,9079888.0,9764888.0,9283388.0,273.06
Madinat Hind 4,Unit,1 B/R,300000.0,1023724.12,671000.0,51.45
Madinat Hind 4,Unit,2 B/R,650000.0,1490000.0,974000.0,76.63
Madinat Hind 4,Unit,Studio,177000.0,635000.0,395000.0,38.84
Marsa Dubai,Unit,1 B/R,2050000.0,7465056.19,3764770.0,80.845
Marsa Dubai,Unit,2 B/R,58470.0,12339000.0,6829862.0,154.33
Marsa Dubai,Unit,3 B/R,855000.0,25533056.0,9526030.0,221.1
Marsa Dubai,Unit,4 B/R,14000000.0,32995593.0,23000000.0,438.44
Marsa Dubai,Unit,5 B/R,29948000.0,48365000.0,36158000.0,643.81
Marsa Dubai,Unit,6 B/R,54000000.0,54000000.0,54000000.0,1309.34
Marsa Dubai,Unit,Studio,1850000.0,5933615.0,3608732.38,74.36500000000001
Me'Aisem First,Building,3 B/R,3800000.0,6000000.0,4510000.0,177.55
Me'Aisem First,Building,4 B/R,5810000.0,7250000.0,6300000.0,261.025
Me'Aisem First,Building,5 B/R,7700000.0,8100000.0,7900000.0,262.0
Me'Aisem First,Building,6 B/R,7220000.0,8574000.0,7350000.0,226.58
Mirdif,Building,2 B/R,2734200.0,2900000.0,2817100.0,185.70999999999998
Mirdif,Building,3 B/R,2300000.0,4500000.0,2550000.0,223.16500000000002
Mirdif,Building,4 B/R,4900000.0,4900000.0,4900000.0,414.18
Mirdif,Unit,1 B/R,650000.0,2191527.19,1308262.5,101.03
Mirdif,Unit,2 B/R,810000.0,2806955.0,1751394.0,140.4
Mirdif,Unit,3 B/R,1800000.0,3841141.06,2485492.5,211.825
Mirdif,Unit,4 B/R,2822879.79,4147346.0,3563616.0,280.25
Mirdif,Unit,Shop,443549.0,9225016.0,625571.5,35.144999999999996
Mirdif,Unit,Studio,415000.0,1247686.0,589036.46,53.535
Muhaisanah First,Unit,1 B/R,911514.0,1494720.0,1253826.0,89.47
Muhaisanah First,Unit,2 B/R,1335402.0,2300000.0,1900000.0,134.69
Muhaisanah First,Unit,3 B/R,2035346.0,2900000.0,2537500.0,200.77
NAD AL SHEBA GARDENS,Building,2 B/R,4393000.0,5081120.0,4737060.0,235.1
NAD AL SHEBA GARDENS,Building,3 B/R,4725300.0,6260160.0,5117310.0,215.82
Nad Al Hamar,Unit,1 B/R,812000.0,930000.0,860000.0,79.03
Nad Al Hamar,Unit,2 B/R,1260000.0,1500000.0,1402500.0,135.56
Nad Al Shiba First,Building,2 B/R,3800000.0,5067840.0,4111830.0,162.34
Nad Al Shiba First,Building,3 B/R,3948000.0,7250000.0,4737000.0,182.11
PALM DEIRA,Unit,1 B/R,1124672.0,2695000.0,1723524.605,82.1
PALM DEIRA,Unit,2 B/R,2098283.0,4544100.0,2580000.0,126.48
PALM DEIRA,Unit,3 B/R,2447282.0,6179981.47,2853559.0,138.35
PALM DEIRA,Unit,Studio,1301520.0,1438729.49,1370124.745,63.51
PALM JUMEIRAH,Building,4 B/R,27100000.0,27100000.0,27100000.0,642.8
PALM JUMEIRAH,Building,5 B/R,45000000.0,45000000.0,45000000.0,412.76
PALM JUMEIRAH,Building,6 B/R,102500000.0,203000000.0,105000000.0,2335.86
PALM JUMEIRAH,Building,7 B/R,170500000.0,170500000.0,170500000.0,2267.48
PALM JUMEIRAH,Unit,1 B/R,1200000.0,5600000.0,2543510.53,106.34
PALM JUMEIRAH,Unit,2 B/R,61957.0,29500000.0,4025000.0,165.10500000000002
PALM JUMEIRAH,Unit,3 B/R,1550000.0,50495125.0,6360550.0,227.74
PALM JUMEIRAH,Unit,4 B/R,3650000.0,81009550.0,23750000.0,588.66
PALM JUMEIRAH,Unit,5 B/R,17300000.0,275000000.0,31000000.0,1294.63
PALM JUMEIRAH,Unit,PENTHOUSE,6218493.0,18500000.0,10800000.0,412.69
PALM JUMEIRAH,Unit,Studio,506559.0,2375000.0,1390000.0,46.19
PEARL JUMEIRA,Unit,1 B/R,200000.0,3900000.0,2050000.0,123.86000000000001
PEARL JUMEIRA,Unit,2 B/R,7500000.0,7500000.0,7500000.0,191.46
PEARL JUMEIRA,Unit,3 B/R,10000000.0,10000000.0,10000000.0,233.91
PEARL JUMEIRA,Unit,4 B/R,15800000.0,15800000.0,15800000.0,408.65
Palm Deira,Unit,1 B/R,1235000.0,3748800.0,2350000.0,92.66
Palm Deira,Unit,2 B/R,1715000.0,11608800.0,3415500.0,139.82
Palm Deira,Unit,3 B/R,2832220.0,14058800.0,6438800.0,227.71
Palm Deira,Unit,4 B/R,3962422.04,19018800.0,16368800.0,712.85
Palm Jumeirah,Unit,4 B/R,68262036.0,78630979.0,73096326.0,757.03
Port Saeed,Unit,Office,1000000.0,3060000.0,1540000.0,74.73
REMRAAM,Unit,1 B/R,263000.0,821000.0,550000.0,70.14
REMRAAM,Unit,2 B/R,50955.29,1518318.5,872500.0,101.625
REMRAAM,Unit,3 B/R,774912.0,2190500.0,1313750.0,204.97
REMRAAM,Unit,Studio,67655.0,550000.0,391500.0,43.49
RUKAN,Building,1 B/R,395000.0,1100000.0,870000.0,73.92
RUKAN,Building,2 B/R,1250000.0,1850000.0,1400000.0,123.75
RUKAN,Building,3 B/R,1500000.0,2400000.0,2130000.0,176.0
RUKAN,Building,4 B/R,2730000.0,2730000.0,2730000.0,247.5
Ras Al Khor Industrial First,Unit,1 B/R,1000000.0,2224943.0,1573232.0,67.34
Ras Al Khor Industrial First,Unit,2 B/R,1635000.0,4187142.0,2341999.0,102.33500000000001
Ras Al Khor Industrial First,Unit,3 B/R,3390903.0,6492295.0,4068375.0,179.18
Ras Al Khor Industrial First,Unit,4 B/R,4539954.0,8040384.0,4897334.0,212.735
Ras Al Khor Industrial First,Unit,5 B/R,8941968.0,11753424.0,10397040.0,402.46500000000003
Rega Al Buteen,Unit,2 B/R,1100000.0,1125000.0,1125000.0,142.05
Rega Al Buteen,Unit,3 B/R,904081.0,1600000.0,1414400.0,164.85500000000002
SERENA,Building,2 B/R,1720000.0,2230000.0,1950000.0,176.07
SERENA,Building,3 B/R,2000000.0,3750000.0,2615000.0,254.09
SERENA,Building,4 B/R,2000000.0,2000000.0,2000000.0,320.8
SILICON OASIS,Unit,1 B/R,189000.0,1194000.0,680000.0,74.85
SILICON OASIS,Unit,2 B/R,273268.0,68700000.0,1208274.5,116.35
SILICON OASIS,Unit,3 B/R,314839.0,2850000.0,1651025.0,165.85500000000002
SILICON OASIS,Unit,Office,258197.0,1694000.0,781195.625,118.83500000000001
SILICON OASIS,Unit,Shop,400000.0,2900000.0,764760.0,112.51
SILICON OASIS,Unit,Studio,177713.77,68700000.0,405000.0,41.74
SOBHA HEARTLAND,Building,4 B/R,6380000.0,7100000.0,6718000.0,222.18
SOBHA HEARTLAND,Unit,1 B/R,699828.0,2459316.0,1354700.0,66.08
SOBHA HEARTLAND,Unit,2 B/R,681801.0,4135194.0,2232294.48,111.38
SOBHA HEARTLAND,Unit,3 B/R,1700000.0,4633533.0,3222426.5,152.67
SOBHA HEARTLAND,Unit,4 B/R,3900982.0,12780828.0,4474158.0,218.76999999999998
SOBHA HEARTLAND,Unit,Shop,1563000.0,2500000.0,2350000.0,74.85499999999999
SOBHA HEARTLAND,Unit,Studio,594828.0,1216828.0,877000.0,45.03
SUFOUH GARDENS,Unit,1 B/R,875000.0,2366212.48,1823120.82,70.99
SUFOUH GARDENS,Unit,2 B/R,1410000.0,8644365.0,2620801.26,116.76
SUFOUH GARDENS,Unit,3 B/R,2130000.0,12695497.0,2750000.0,174.17
SUFOUH GARDENS,Unit,Studio,750000.0,750000.0,750000.0,45.01
SUSTAINABLE CITY,Building,3 B/R,2781313.0,4700000.0,4195000.0,195.46499999999997
SUSTAINABLE CITY,Building,4 B/R,3000000.0,6300000.0,4650000.0,216.77
TECOM SITE A,Unit,1 B/R,1800000.0,4380139.78,2976000.0,87.91
TECOM SITE A,Unit,2 B/R,2808000.0,12000000.0,4549000.0,147.07
TECOM SITE A,Unit,3 B/R,3800000.0,18264000.0,6224000.0,190.6
TECOM SITE A,Unit,4 B/R,15000000.0,18707400.0,17081095.5,447.24
TECOM SITE A,Unit,5 B/R,13468800.0,35000000.0,24234400.0,807.895
TECOM SITE D,Unit,1 B/R,1571888.0,2654710.0,2180888.0,72.39
TECOM SITE D,Unit,2 B/R,2689888.0,2689888.0,2689888.0,96.68
TECOM SITE D,Unit,Studio,1185888.0,1831888.0,1514888.0,49.675
THE FIELD,Building,3 B/R,1500000.0,4705000.0,3060000.0,187.2
THE FIELD,Building,4 B/R,2000000.0,6900000.0,3700000.0,191.4
THE GREENS,Unit,1 B/R,69258.25,2295000.0,1200000.0,71.31
THE GREENS,Unit,2 B/R,91421.14,3200000.0,2200000.0,128.02
THE GREENS,Unit,3 B/R,863800.0,5700000.0,2900000.0,169.41500000000002
THE GREENS,Unit,4 B/R,3000000.0,3580000.0,3316500.0,226.385
THE GREENS,Unit,Office,994000.0,5050000.0,3137500.0,96.46
THE GREENS,Unit,PENTHOUSE,4050000.0,4050000.0,4050000.0,230.02
THE GREENS,Unit,Shop,1245000.0,1810000.0,1527500.0,113.035
THE GREENS,Unit,Studio,510000.0,1015000.0,750000.0,42.11
THE LAKES,Building,2 B/R,3675000.0,3675000.0,3675000.0,313.31
THE LAKES,Building,3 B/R,4100000.0,8250000.0,5290000.0,301.97
THE LAKES,Unit,1 B/R,130590.0,3030888.0,1750000.0,81.7
THE LAKES,Unit,2 B/R,2052500.0,4283888.0,2900000.0,119.12
THE LAKES,Unit,3 B/R,66158.0,6200000.0,4415000.0,179.29
THE LAKES,Unit,5 B/R,12000000.0,12200000.0,12100000.0,586.975
THE VALLEY,Building,3 B/R,850000.0,2700000.0,2200000.0,174.0
THE VALLEY,Building,4 B/R,400000.0,3600000.0,2710000.0,257.52
THE WORLD,Building,5 B/R,44362500.0,70500000.0,47500000.0,3046.39
THE WORLD,Building,6 B/R,61000000.0,79000000.0,68000000.0,3610.23
THE WORLD,Unit,Studio,650000.0,2698165.0,1500000.0,37.76
TILAL AL GHAF,Building,3 B/R,2500000.0,3700000.0,3000000.0,140.43
TILAL AL GHAF,Building,4 B/R,3150000.0,4800000.0,3687500.0,202.825
TOWN SQUARE,Building,3 B/R,800000.0,2600000.0,2287500.0,190.82
TOWN SQUARE,Building,4 B/R,2000000.0,3750000.0,2790000.0,271.29499999999996
TOWN SQUARE,Unit,1 B/R,450000.0,1006359.0,766888.0,60.64
TOWN SQUARE,Unit,2 B/R,430000.0,1600000.0,1123888.0,90.03
TOWN SQUARE,Unit,3 B/R,320222.0,2200000.0,1550000.0,131.9
TOWN SQUARE,Unit,4 B/R,1517000.0,2350000.0,2100000.0,215.24
TOWN SQUARE,Unit,Studio,349888.0,760000.0,460000.0,30.58
Trade Center First,Unit,Office,1735000.0,7000000.0,3164515.0,130.95
Trade Center Second,Unit,1 B/R,1200000.0,2050000.0,1550000.0,112.505
Trade Center Second,Unit,2 B/R,1500000.0,3100000.0,2775000.0,187.015
Trade Center Second,Unit,3 B/R,3500000.0,5950000.0,4300000.0,272.53
Trade Center Second,Unit,4 B/R,3550000.0,7000000.0,6012500.0,361.995
Um Suqaim Third,Unit,1 B/R,20000.0,3044000.0,2484000.0,68.92
Um Suqaim Third,Unit,2 B/R,2400000.0,4861000.0,3556000.0,131.47
Um Suqaim Third,Unit,3 B/R,4600000.0,7196000.0,6350000.0,179.74
Um Suqaim Third,Unit,4 B/R,8107000.0,11999000.0,8700000.0,276.35
VILLANOVA,Building,2 B/R,1472000.0,2100000.0,1950000.0,162.43
VILLANOVA,Building,3 B/R,550000.0,3000000.0,2350000.0,161.34
VILLANOVA,Building,4 B/R,1955000.0,4400000.0,3062500.0,241.51999999999998
Wadi Al Safa 2,Building,2 B/R,779587.0,1467000.0,1227499.0,90.64
Wadi Al Safa 2,Building,4 B/R,1219758.0,2470000.0,1756646.0,90.64
Wadi Al Safa 2,Unit,1 B/R,773760.0,882000.0,797050.0,61.34
Wadi Al Safa 2,Unit,2 B/R,905350.0,980400.0,919600.0,69.24
Wadi Al Safa 2,Unit,Studio,495900.0,539000.0,510150.0,33.47
Wadi Al Safa 3,Building,3 B/R,1592683.0,1941219.0,1865544.0,134.71
Wadi Al Safa 3,Building,4 B/R,2806627.0,19255828.0,6300000.0,247.0
Wadi Al Safa 3,Building,5 B/R,4940000.0,26149828.0,14260000.0,446.87
Wadi Al Safa 3,Building,6 B/R,12770000.0,39775828.0,36230328.0,845.285
Wadi Al Safa 3,Unit,1 B/R,450000.0,1470610.54,1143777.0,80.49
Wadi Al Safa 3,Unit,2 B/R,780000.0,2493777.0,1700000.0,124.49
Wadi Al Safa 3,Unit,3 B/R,1150000.0,2924194.56,2545873.0,182.52
Wadi Al Safa 3,Unit,Studio,370000.0,620000.0,434231.0,47.56
Wadi Al Safa 4,Building,3 B/R,1850000.0,4900000.0,3467500.0,280.96000000000004
Wadi Al Safa 4,Building,4 B/R,4100000.0,5383500.0,4741750.0,343.23
Wadi Al Safa 4,Building,5 B/R,3500000.0,5850000.0,5100000.0,325.21
Wadi Al Safa 4,Unit,1 B/R,1211000.0,1656000.0,1353500.0,69.13
Wadi Al Safa 4,Unit,2 B/R,2003000.0,3421000.0,2296500.0,123.48
Wadi Al Safa 4,Unit,3 B/R,3004000.0,4798000.0,3381000.0,175.39
Wadi Al Safa 5,Building,3 B/R,1081944.0,3322441.0,2797475.0,168.625
Wadi Al Safa 5,Building,4 B/R,40000.0,4900000.0,3790013.0,274.45
Wadi Al Safa 5,Building,5 B/R,3949888.0,5400000.0,4800000.0,420.0
Wadi Al Safa 5,Unit,1 B/R,982700.0,1512414.0,1193298.0,74.55
Wadi Al Safa 5,Unit,2 B/R,1670742.0,3965556.0,1906167.0,128.56
Wadi Al Safa 5,Unit,3 B/R,2550700.0,3002800.0,2780800.0,182.33
Wadi Al Safa 7,Building,1 B/R,316250.0,965000.0,703715.0,53.7
Wadi Al Safa 7,Building,2 B/R,472112.0,1739985.0,930959.5,88.0
Wadi Al Safa 7,Building,3 B/R,634500.0,2430491.0,1698000.0,170.0
Wadi Al Safa 7,Building,4 B/R,660000.0,2400000.0,1316992.0,88.0
Wadi Al Safa 7,Unit,1 B/R,216200.0,820000.0,489800.0,47.41
Wadi Al Safa 7,Unit,2 B/R,443550.0,1259100.0,714775.5,79.675
Wadi Al Safa 7,Unit,3 B/R,1240200.0,1294200.0,1246950.0,130.83
Wadi Al Safa 7,Unit,Studio,181594.0,590000.0,377500.0,39.235
Warsan First,Unit,1 B/R,510000.0,845000.0,680000.0,59.07
Warsan First,Unit,2 B/R,755650.0,1350000.0,1078000.0,101.95
Warsan First,Unit,4 B/R,2772260.0,2772260.0,2772260.0,284.38
Warsan First,Unit,Studio,290700.0,505000.0,432500.0,36.405
Zaabeel First,Unit,1 B/R,1800000.0,53000000.0,2132888.0,70.91
Zaabeel First,Unit,2 B/R,363789.0,15500000.0,3497888.0,130.88
Zaabeel First,Unit,3 B/R,2287444.0,22500000.0,4644388.0,170.71
Zaabeel First,Unit,4 B/R,13259891.0,15146888.0,13691388.0,490.06
Zaabeel Second,Unit,1 B/R,656944.0,2450000.0,1900000.0,69.13
Zaabeel Second,Unit,2 B/R,812500.0,3900000.0,2900000.0,108.42
Zaabeel Second,Unit,3 B/R,3100000.0,6050000.0,4725000.0,159.34
Zaabeel Second,Unit,4 B/R,7038000.0,10600000.0,7600000.0,242.4
